image_id,height,width,mean_pixel,flag
ISIC_0029119,450,600,160.32,OK
ISIC_0026151,450,600,159.44,OK
ISIC_0027127,450,600,180.25,OK
ISIC_0028849,450,600,183.65,OK
ISIC_0027756,450,600,168.05,OK
ISIC_0032125,450,600,179.97,OK
ISIC_0025172,450,600,157.43,OK
ISIC_0032471,450,600,158.84,OK
ISIC_0027578,450,600,134.91,OK
ISIC_0032148,450,600,164.49,OK
ISIC_0031889,450,600,169.1,OK
ISIC_0025517,450,600,193.87,OK
ISIC_0030553,450,600,203.81,OK
ISIC_0025295,450,600,171.23,OK
ISIC_0024784,450,600,171.41,OK
ISIC_0027997,450,600,160.23,OK
ISIC_0031875,450,600,162.17,OK
ISIC_0027346,450,600,160.31,OK
ISIC_0028873,450,600,144.16,OK
ISIC_0028787,450,600,173.28,OK
ISIC_0026008,450,600,176.25,OK
ISIC_0026753,450,600,181.34,OK
ISIC_0031134,450,600,181.65,OK
ISIC_0028882,450,600,170.0,OK
ISIC_0024466,450,600,158.31,OK
ISIC_0031011,450,600,159.05,OK
ISIC_0025892,450,600,176.0,OK
ISIC_0027351,450,600,163.64,OK
ISIC_0025488,450,600,155.22,OK
ISIC_0027999,450,600,172.38,OK
ISIC_0030061,450,600,172.59,OK
ISIC_0030960,450,600,182.12,OK
ISIC_0030311,450,600,185.33,OK
ISIC_0025505,450,600,193.87,OK
ISIC_0026866,450,600,178.18,OK
ISIC_0024657,450,600,141.98,OK
ISIC_0028643,450,600,135.32,OK
ISIC_0031462,450,600,163.38,OK
ISIC_0026401,450,600,170.19,OK
ISIC_0030370,450,600,171.62,OK
ISIC_0024441,450,600,187.38,OK
ISIC_0030534,450,600,173.49,OK
ISIC_0032284,450,600,171.6,OK
ISIC_0031107,450,600,159.77,OK
ISIC_0026022,450,600,163.52,OK
ISIC_0026577,450,600,160.98,OK
ISIC_0027639,450,600,182.03,OK
ISIC_0031314,450,600,185.19,OK
ISIC_0031249,450,600,167.16,OK
ISIC_0031121,450,600,169.79,OK
ISIC_0032034,450,600,169.5,OK
ISIC_0030451,450,600,171.56,OK
ISIC_0031301,450,600,158.92,OK
ISIC_0030920,450,600,164.84,OK
ISIC_0032311,450,600,164.36,OK
ISIC_0030809,450,600,161.39,OK
ISIC_0027766,450,600,171.72,OK
ISIC_0026231,450,600,184.06,OK
ISIC_0025179,450,600,188.82,OK
ISIC_0026216,450,600,167.4,OK
ISIC_0027109,450,600,162.74,OK
ISIC_0029095,450,600,172.19,OK
ISIC_0030580,450,600,146.92,OK
ISIC_0030620,450,600,178.49,OK
ISIC_0031111,450,600,159.82,OK
ISIC_0028987,450,600,166.89,OK
ISIC_0028592,450,600,156.56,OK
ISIC_0027005,450,600,138.36,OK
ISIC_0031871,450,600,177.16,OK
ISIC_0029075,450,600,187.07,OK
ISIC_0028887,450,600,187.28,OK
ISIC_0031567,450,600,185.5,OK
ISIC_0028358,450,600,184.29,OK
ISIC_0028874,450,600,162.87,OK
ISIC_0024882,450,600,153.05,OK
ISIC_0025667,450,600,182.48,OK
ISIC_0028982,450,600,163.42,OK
ISIC_0029749,450,600,145.35,OK
ISIC_0030922,450,600,152.39,OK
ISIC_0026671,450,600,152.15,OK
ISIC_0024933,450,600,182.73,OK
ISIC_0031192,450,600,170.18,OK
ISIC_0027498,450,600,173.95,OK
ISIC_0028128,450,600,171.61,OK
ISIC_0024998,450,600,200.87,OK
ISIC_0026488,450,600,161.32,OK
ISIC_0031074,450,600,173.68,OK
ISIC_0030603,450,600,140.37,OK
ISIC_0031085,450,600,134.98,OK
ISIC_0029221,450,600,164.86,OK
ISIC_0027688,450,600,175.18,OK
ISIC_0024704,450,600,198.91,OK
ISIC_0030260,450,600,170.73,OK
ISIC_0026554,450,600,167.86,OK
ISIC_0028571,450,600,167.89,OK
ISIC_0024447,450,600,164.67,OK
ISIC_0032065,450,600,162.69,OK
ISIC_0028602,450,600,170.6,OK
ISIC_0027137,450,600,173.98,OK
ISIC_0030833,450,600,164.28,OK
ISIC_0029182,450,600,161.08,OK
ISIC_0032140,450,600,173.2,OK
ISIC_0026956,450,600,159.16,OK
ISIC_0031982,450,600,159.1,OK
ISIC_0027840,450,600,152.15,OK
ISIC_0029833,450,600,127.99,OK
ISIC_0030635,450,600,145.29,OK
ISIC_0028736,450,600,163.88,OK
ISIC_0031991,450,600,157.43,OK
ISIC_0030817,450,600,146.66,OK
ISIC_0029470,450,600,136.87,OK
ISIC_0028472,450,600,140.49,OK
ISIC_0030674,450,600,175.31,OK
ISIC_0031806,450,600,151.75,OK
ISIC_0030444,450,600,185.24,OK
ISIC_0030300,450,600,189.77,OK
ISIC_0027143,450,600,160.15,OK
ISIC_0026014,450,600,147.85,OK
ISIC_0033550,450,600,163.46,OK
ISIC_0032258,450,600,146.22,OK
ISIC_0027588,450,600,132.26,OK
ISIC_0025319,450,600,171.74,OK
ISIC_0025252,450,600,154.47,OK
ISIC_0034018,450,600,195.94,OK
ISIC_0033879,450,600,180.03,OK
ISIC_0033211,450,600,155.4,OK
ISIC_0033617,450,600,155.27,OK
ISIC_0033889,450,600,154.79,OK
ISIC_0033495,450,600,157.52,OK
ISIC_0033161,450,600,161.61,OK
ISIC_0032796,450,600,161.83,OK
ISIC_0033346,450,600,153.29,OK
ISIC_0034219,450,600,115.55,OK
ISIC_0033098,450,600,192.85,OK
ISIC_0032607,450,600,180.18,OK
ISIC_0033584,450,600,165.17,OK
ISIC_0033118,450,600,168.96,OK
ISIC_0032523,450,600,132.51,OK
ISIC_0032528,450,600,187.52,OK
ISIC_0032631,450,600,190.21,OK
ISIC_0032868,450,600,181.45,OK
ISIC_0032658,450,600,186.31,OK
ISIC_0032554,450,600,159.9,OK
ISIC_0033777,450,600,143.33,OK
ISIC_0033078,450,600,162.31,OK
ISIC_0034055,450,600,149.74,OK
ISIC_0033997,450,600,133.23,OK
ISIC_0032712,450,600,162.36,OK
ISIC_0033164,450,600,192.93,OK
ISIC_0033159,450,600,151.87,OK
ISIC_0033395,450,600,161.42,OK
ISIC_0033095,450,600,162.5,OK
ISIC_0033082,450,600,188.92,OK
ISIC_0034098,450,600,184.19,OK
ISIC_0033040,450,600,173.62,OK
ISIC_0034238,450,600,172.67,OK
ISIC_0032543,450,600,179.31,OK
ISIC_0033176,450,600,173.84,OK
ISIC_0033355,450,600,163.5,OK
ISIC_0033916,450,600,160.7,OK
ISIC_0033542,450,600,174.53,OK
ISIC_0034260,450,600,155.67,OK
ISIC_0033896,450,600,176.03,OK
ISIC_0034250,450,600,166.89,OK
ISIC_0033690,450,600,162.04,OK
ISIC_0034193,450,600,159.91,OK
ISIC_0033208,450,600,173.62,OK
ISIC_0032402,450,600,172.55,OK
ISIC_0034309,450,600,162.83,OK
ISIC_0032900,450,600,163.4,OK
ISIC_0033898,450,600,160.76,OK
ISIC_0033173,450,600,163.08,OK
ISIC_0032647,450,600,157.64,OK
ISIC_0024715,450,600,158.47,OK
ISIC_0029152,450,600,165.17,OK
ISIC_0032800,450,600,155.44,OK
ISIC_0033622,450,600,156.93,OK
ISIC_0033970,450,600,167.92,OK
ISIC_0032678,450,600,183.17,OK
ISIC_0033895,450,600,162.07,OK
ISIC_0033577,450,600,159.07,OK
ISIC_0034027,450,600,149.04,OK
ISIC_0032580,450,600,164.11,OK
ISIC_0033692,450,600,184.5,OK
ISIC_0032575,450,600,138.72,OK
ISIC_0032793,450,600,131.76,OK
ISIC_0033766,450,600,152.42,OK
ISIC_0033008,450,600,145.6,OK
ISIC_0032748,450,600,155.87,OK
ISIC_0033543,450,600,170.59,OK
ISIC_0033842,450,600,129.44,OK
ISIC_0032923,450,600,156.55,OK
ISIC_0032935,450,600,165.22,OK
ISIC_0034229,450,600,140.73,OK
ISIC_0028066,450,600,151.9,OK
ISIC_0032828,450,600,169.8,OK
ISIC_0033464,450,600,172.25,OK
ISIC_0034185,450,600,162.46,OK
ISIC_0027689,450,600,162.44,OK
ISIC_0033144,450,600,178.53,OK
ISIC_0033457,450,600,139.63,OK
ISIC_0033474,450,600,158.59,OK
ISIC_0034270,450,600,165.67,OK
ISIC_0032572,450,600,171.89,OK
ISIC_0032912,450,600,150.43,OK
ISIC_0029808,450,600,178.87,OK
ISIC_0025897,450,600,175.85,OK
ISIC_0028252,450,600,140.88,OK
ISIC_0028170,450,600,186.58,OK
ISIC_0031524,450,600,196.2,OK
ISIC_0024507,450,600,187.25,OK
ISIC_0034043,450,600,152.99,OK
ISIC_0029401,450,600,156.47,OK
ISIC_0033484,450,600,171.18,OK
ISIC_0033540,450,600,164.74,OK
ISIC_0034279,450,600,167.76,OK
ISIC_0033381,450,600,146.25,OK
ISIC_0033890,450,600,146.49,OK
ISIC_0032979,450,600,155.28,OK
ISIC_0033105,450,600,193.59,OK
ISIC_0030086,450,600,134.35,OK
ISIC_0031395,450,600,170.74,OK
ISIC_0034265,450,600,156.63,OK
ISIC_0033011,450,600,159.99,OK
ISIC_0032706,450,600,202.49,OK
ISIC_0033445,450,600,148.35,OK
ISIC_0032697,450,600,146.4,OK
ISIC_0033589,450,600,146.76,OK
ISIC_0032589,450,600,161.87,OK
ISIC_0033140,450,600,158.85,OK
ISIC_0033313,450,600,147.72,OK
ISIC_0033234,450,600,150.0,OK
ISIC_0033765,450,600,163.65,OK
ISIC_0033903,450,600,160.08,OK
ISIC_0032939,450,600,167.89,OK
ISIC_0033682,450,600,178.38,OK
ISIC_0032931,450,600,141.79,OK
ISIC_0033588,450,600,179.39,OK
ISIC_0033888,450,600,151.08,OK
ISIC_0032880,450,600,148.67,OK
ISIC_0033907,450,600,132.43,OK
ISIC_0033139,450,600,135.56,OK
ISIC_0033225,450,600,141.88,OK
ISIC_0033615,450,600,123.08,OK
ISIC_0033418,450,600,143.21,OK
ISIC_0034054,450,600,136.91,OK
ISIC_0033364,450,600,128.75,OK
ISIC_0034163,450,600,162.02,OK
ISIC_0034277,450,600,125.91,OK
ISIC_0034147,450,600,138.45,OK
ISIC_0033247,450,600,112.32,OK
ISIC_0033918,450,600,156.86,OK
ISIC_0032889,450,600,149.0,OK
ISIC_0033132,450,600,146.72,OK
ISIC_0033821,450,600,136.71,OK
ISIC_0033489,450,600,171.22,OK
ISIC_0034212,450,600,153.03,OK
ISIC_0033596,450,600,157.07,OK
ISIC_0033572,450,600,144.07,OK
ISIC_0032600,450,600,156.98,OK
ISIC_0032791,450,600,151.61,OK
ISIC_0032721,450,600,157.32,OK
ISIC_0033537,450,600,161.67,OK
ISIC_0032837,450,600,149.08,OK
ISIC_0032682,450,600,164.3,OK
ISIC_0033223,450,600,140.65,OK
ISIC_0033338,450,600,158.46,OK
ISIC_0032764,450,600,138.2,OK
ISIC_0033760,450,600,165.79,OK
ISIC_0033335,450,600,140.02,OK
ISIC_0034053,450,600,136.55,OK
ISIC_0032930,450,600,182.05,OK
ISIC_0032616,450,600,142.6,OK
ISIC_0033614,450,600,147.72,OK
ISIC_0033436,450,600,131.19,OK
ISIC_0032907,450,600,150.89,OK
ISIC_0032655,450,600,163.43,OK
ISIC_0033290,450,600,161.17,OK
ISIC_0034072,450,600,168.74,OK
ISIC_0029368,450,600,187.94,OK
ISIC_0025653,450,600,171.93,OK
ISIC_0027265,450,600,185.25,OK
ISIC_0024437,450,600,179.47,OK
ISIC_0031105,450,600,166.91,OK
ISIC_0027418,450,600,193.81,OK
ISIC_0029030,450,600,173.62,OK
ISIC_0031359,450,600,185.11,OK
ISIC_0031454,450,600,187.38,OK
ISIC_0024955,450,600,193.76,OK
ISIC_0030038,450,600,174.34,OK
ISIC_0030909,450,600,193.29,OK
ISIC_0031323,450,600,178.5,OK
ISIC_0031791,450,600,176.08,OK
ISIC_0028338,450,600,191.99,OK
ISIC_0032379,450,600,186.5,OK
ISIC_0025499,450,600,188.41,OK
ISIC_0028014,450,600,202.5,OK
ISIC_0031209,450,600,188.32,OK
ISIC_0033982,450,600,144.37,OK
ISIC_0034195,450,600,163.27,OK
ISIC_0033620,450,600,156.59,OK
ISIC_0034040,450,600,158.45,OK
ISIC_0029355,450,600,177.95,OK
ISIC_0024725,450,600,193.19,OK
ISIC_0031259,450,600,191.68,OK
ISIC_0028618,450,600,174.01,OK
ISIC_0027138,450,600,187.81,OK
ISIC_0027492,450,600,184.0,OK
ISIC_0027528,450,600,182.27,OK
ISIC_0026391,450,600,191.36,OK
ISIC_0025122,450,600,193.76,OK
ISIC_0031216,450,600,190.38,OK
ISIC_0031769,450,600,176.65,OK
ISIC_0025816,450,600,176.71,OK
ISIC_0024757,450,600,202.29,OK
ISIC_0033735,450,600,155.67,OK
ISIC_0031488,450,600,165.45,OK
ISIC_0031148,450,600,193.95,OK
ISIC_0029417,450,600,160.75,OK
ISIC_0029360,450,600,183.76,OK
ISIC_0031649,450,600,174.21,OK
ISIC_0030693,450,600,185.76,OK
ISIC_0032221,450,600,159.49,OK
ISIC_0031547,450,600,186.86,OK
ISIC_0028008,450,600,170.71,OK
ISIC_0026440,450,600,191.11,OK
ISIC_0028399,450,600,189.52,OK
ISIC_0029143,450,600,193.69,OK
ISIC_0025652,450,600,180.51,OK
ISIC_0028585,450,600,179.44,OK
ISIC_0029038,450,600,157.73,OK
ISIC_0027345,450,600,194.86,OK
ISIC_0031222,450,600,175.99,OK
ISIC_0032102,450,600,174.22,OK
ISIC_0032273,450,600,176.77,OK
ISIC_0031299,450,600,200.87,OK
ISIC_0028438,450,600,182.99,OK
ISIC_0024830,450,600,188.44,OK
ISIC_0028380,450,600,165.08,OK
ISIC_0027924,450,600,183.08,OK
ISIC_0026326,450,600,165.13,OK
ISIC_0033515,450,600,155.51,OK
ISIC_0033064,450,600,134.03,OK
ISIC_0033330,450,600,157.23,OK
ISIC_0032591,450,600,192.47,OK
ISIC_0034228,450,600,201.16,OK
ISIC_0033556,450,600,193.93,OK
ISIC_0033892,450,600,186.15,OK
ISIC_0032571,450,600,194.53,OK
ISIC_0033101,450,600,184.21,OK
ISIC_0033623,450,600,218.31,OK
ISIC_0034075,450,600,192.56,OK
ISIC_0032606,450,600,187.82,OK
ISIC_0033066,450,600,195.23,OK
ISIC_0033383,450,600,178.89,OK
ISIC_0033858,450,600,203.52,OK
ISIC_0034081,450,600,203.73,OK
ISIC_0033072,450,600,199.31,OK
ISIC_0032759,450,600,195.4,OK
ISIC_0032996,450,600,207.84,OK
ISIC_0033039,450,600,191.26,OK
ISIC_0033772,450,600,182.12,OK
ISIC_0033797,450,600,229.8,OK
ISIC_0034177,450,600,157.95,OK
ISIC_0033681,450,600,153.71,OK
ISIC_0033741,450,600,162.47,OK
ISIC_0033341,450,600,157.93,OK
ISIC_0032849,450,600,148.55,OK
ISIC_0033043,450,600,164.9,OK
ISIC_0032632,450,600,168.74,OK
ISIC_0033647,450,600,201.1,OK
ISIC_0034302,450,600,209.03,OK
ISIC_0034114,450,600,202.13,OK
ISIC_0032562,450,600,184.66,OK
ISIC_0033826,450,600,199.95,OK
ISIC_0033421,450,600,187.31,OK
ISIC_0033602,450,600,196.19,OK
ISIC_0034248,450,600,201.35,OK
ISIC_0033467,450,600,198.5,OK
ISIC_0032635,450,600,207.72,OK
ISIC_0032634,450,600,191.44,OK
ISIC_0032956,450,600,186.96,OK
ISIC_0033481,450,600,203.48,OK
ISIC_0034080,450,600,221.1,OK
ISIC_0034154,450,600,177.3,OK
ISIC_0032789,450,600,166.68,OK
ISIC_0033417,450,600,159.66,OK
ISIC_0033782,450,600,195.15,OK
ISIC_0033332,450,600,179.39,OK
ISIC_0034130,450,600,162.96,OK
ISIC_0032852,450,600,143.61,OK
ISIC_0032945,450,600,162.12,OK
ISIC_0034045,450,600,178.39,OK
ISIC_0033028,450,600,140.11,OK
ISIC_0033809,450,600,156.05,OK
ISIC_0033187,450,600,167.25,OK
ISIC_0032814,450,600,186.35,OK
ISIC_0033190,450,600,166.04,OK
ISIC_0033535,450,600,147.4,OK
ISIC_0033597,450,600,161.98,OK
ISIC_0034019,450,600,149.96,OK
ISIC_0032738,450,600,157.7,OK
ISIC_0034082,450,600,196.48,OK
ISIC_0033567,450,600,201.1,OK
ISIC_0034312,450,600,206.2,OK
ISIC_0033025,450,600,159.32,OK
ISIC_0033053,450,600,155.51,OK
ISIC_0033374,450,600,185.31,OK
ISIC_0033877,450,600,169.5,OK
ISIC_0033353,450,600,166.62,OK
ISIC_0032578,450,600,177.45,OK
ISIC_0033882,450,600,160.14,OK
ISIC_0034266,450,600,165.41,OK
ISIC_0033751,450,600,156.15,OK
ISIC_0033065,450,600,159.62,OK
ISIC_0033375,450,600,161.7,OK
ISIC_0033628,450,600,152.16,OK
ISIC_0033733,450,600,151.6,OK
ISIC_0033841,450,600,185.46,OK
ISIC_0033824,450,600,127.06,OK
ISIC_0030973,450,600,185.23,OK
ISIC_0028130,450,600,172.56,OK
ISIC_0034097,450,600,158.67,OK
ISIC_0033707,450,600,151.8,OK
ISIC_0033912,450,600,154.76,OK
ISIC_0032380,450,600,157.94,OK
ISIC_0025447,450,600,155.64,OK
ISIC_0028591,450,600,183.61,OK
ISIC_0024524,450,600,186.43,OK
ISIC_0032663,450,600,185.59,OK
ISIC_0032962,450,600,156.06,OK
ISIC_0034272,450,600,173.59,OK
ISIC_0032911,450,600,168.98,OK
ISIC_0033792,450,600,156.1,OK
ISIC_0030492,450,600,142.77,OK
ISIC_0033926,450,600,166.29,OK
ISIC_0033021,450,600,142.26,OK
ISIC_0034305,450,600,150.49,OK
ISIC_0034009,450,600,155.81,OK
ISIC_0033441,450,600,165.46,OK
ISIC_0032670,450,600,177.21,OK
ISIC_0032755,450,600,188.46,OK
ISIC_0033724,450,600,168.99,OK
ISIC_0033786,450,600,163.97,OK
ISIC_0034278,450,600,174.12,OK
ISIC_0033102,450,600,163.3,OK
ISIC_0032494,450,600,149.59,OK
ISIC_0032760,450,600,162.98,OK
ISIC_0033835,450,600,152.01,OK
ISIC_0034128,450,600,159.65,OK
ISIC_0033564,450,600,143.0,OK
ISIC_0032627,450,600,111.92,OK
ISIC_0033845,450,600,161.12,OK
ISIC_0032884,450,600,182.25,OK
ISIC_0033532,450,600,144.84,OK
ISIC_0032713,450,600,159.08,OK
ISIC_0033541,450,600,161.73,OK
ISIC_0034271,450,600,152.67,OK
ISIC_0033994,450,600,175.25,OK
ISIC_0034122,450,600,142.84,OK
ISIC_0033285,450,600,148.56,OK
ISIC_0034231,450,600,155.01,OK
ISIC_0034033,450,600,153.42,OK
ISIC_0032752,450,600,152.16,OK
ISIC_0033794,450,600,153.57,OK
ISIC_0033462,450,600,154.17,OK
ISIC_0033191,450,600,169.69,OK
ISIC_0033508,450,600,170.31,OK
ISIC_0033875,450,600,168.7,OK
ISIC_0034200,450,600,177.85,OK
ISIC_0032539,450,600,176.5,OK
ISIC_0032686,450,600,168.31,OK
ISIC_0034249,450,600,168.3,OK
ISIC_0032881,450,600,166.22,OK
ISIC_0033329,450,600,169.2,OK
ISIC_0034181,450,600,165.97,OK
ISIC_0033396,450,600,166.57,OK
ISIC_0033723,450,600,164.27,OK
ISIC_0032943,450,600,162.5,OK
ISIC_0033442,450,600,156.92,OK
ISIC_0033781,450,600,152.45,OK
ISIC_0034247,450,600,95.94,OK
ISIC_0033455,450,600,133.26,OK
ISIC_0034056,450,600,113.27,OK
ISIC_0034069,450,600,153.6,OK
ISIC_0032673,450,600,151.97,OK
ISIC_0033684,450,600,157.54,OK
ISIC_0033281,450,600,146.73,OK
ISIC_0033148,450,600,165.55,OK
ISIC_0032986,450,600,163.96,OK
ISIC_0033909,450,600,180.91,OK
ISIC_0033293,450,600,193.55,OK
ISIC_0033026,450,600,177.23,OK
ISIC_0033774,450,600,159.25,OK
ISIC_0034191,450,600,175.7,OK
ISIC_0033719,450,600,190.1,OK
ISIC_0033109,450,600,165.71,OK
ISIC_0033277,450,600,172.51,OK
ISIC_0033880,450,600,179.36,OK
ISIC_0033771,450,600,151.23,OK
ISIC_0033340,450,600,183.17,OK
ISIC_0032920,450,600,174.02,OK
ISIC_0033673,450,600,168.34,OK
ISIC_0033737,450,600,171.39,OK
ISIC_0033932,450,600,169.42,OK
ISIC_0033062,450,600,132.03,OK
ISIC_0034261,450,600,138.85,OK
ISIC_0032758,450,600,166.47,OK
ISIC_0033939,450,600,183.21,OK
ISIC_0032772,450,600,199.09,OK
ISIC_0034041,450,600,196.03,OK
ISIC_0033598,450,600,213.59,OK
ISIC_0034021,450,600,205.39,OK
ISIC_0034220,450,600,145.19,OK
ISIC_0032973,450,600,157.48,OK
ISIC_0033221,450,600,161.98,OK
ISIC_0032788,450,600,174.07,OK
ISIC_0033512,450,600,173.2,OK
ISIC_0032565,450,600,163.5,OK
ISIC_0033966,450,600,178.75,OK
ISIC_0034244,450,600,160.91,OK
ISIC_0032855,450,600,159.56,OK
ISIC_0032792,450,600,109.93,OK
ISIC_0034187,450,600,136.88,OK
ISIC_0027837,450,600,139.22,OK
ISIC_0033179,450,600,156.21,OK
ISIC_0033425,450,600,158.38,OK
ISIC_0034251,450,600,152.83,OK
ISIC_0034295,450,600,130.43,OK
ISIC_0033929,450,600,127.33,OK
ISIC_0033044,450,600,160.1,OK
ISIC_0033787,450,600,152.67,OK
ISIC_0033599,450,600,149.74,OK
ISIC_0033764,450,600,150.6,OK
ISIC_0033934,450,600,183.16,OK
ISIC_0033721,450,600,159.41,OK
ISIC_0034035,450,600,164.61,OK
ISIC_0033443,450,600,182.2,OK
ISIC_0033935,450,600,186.47,OK
ISIC_0033167,450,600,128.29,OK
ISIC_0033937,450,600,161.78,OK
ISIC_0033703,450,600,157.18,OK
ISIC_0034245,450,600,163.79,OK
ISIC_0032708,450,600,148.86,OK
ISIC_0033574,450,600,155.12,OK
ISIC_0032846,450,600,149.02,OK
ISIC_0033816,450,600,130.71,OK
ISIC_0033672,450,600,146.19,OK
ISIC_0033435,450,600,152.62,OK
ISIC_0034016,450,600,160.82,OK
ISIC_0033960,450,600,165.11,OK
ISIC_0033259,450,600,164.48,OK
ISIC_0033403,450,600,152.5,OK
ISIC_0033954,450,600,135.57,OK
ISIC_0033726,450,600,147.66,OK
ISIC_0032865,450,600,159.56,OK
ISIC_0032581,450,600,171.82,OK
ISIC_0032886,450,600,180.86,OK
ISIC_0033288,450,600,161.8,OK
ISIC_0033087,450,600,154.58,OK
ISIC_0033669,450,600,167.6,OK
ISIC_0033789,450,600,161.29,OK
ISIC_0033419,450,600,188.64,OK
ISIC_0032338,450,600,177.52,OK
ISIC_0034067,450,600,172.06,OK
ISIC_0032593,450,600,167.79,OK
ISIC_0031290,450,600,216.6,OK
ISIC_0033360,450,600,152.7,OK
ISIC_0033294,450,600,142.86,OK
ISIC_0033030,450,600,139.57,OK
ISIC_0032657,450,600,164.0,OK
ISIC_0032605,450,600,196.96,OK
ISIC_0032779,450,600,200.88,OK
ISIC_0033950,450,600,158.8,OK
ISIC_0033224,450,600,153.65,OK
ISIC_0033197,450,600,157.91,OK
ISIC_0032824,450,600,176.76,OK
ISIC_0034209,450,600,134.47,OK
ISIC_0028060,450,600,160.06,OK
ISIC_0027582,450,600,143.06,OK
ISIC_0028429,450,600,167.66,OK
ISIC_0032375,450,600,182.75,OK
ISIC_0030362,450,600,163.64,OK
ISIC_0031460,450,600,155.47,OK
ISIC_0025695,450,600,168.87,OK
ISIC_0026427,450,600,175.27,OK
ISIC_0031948,450,600,156.04,OK
ISIC_0025045,450,600,169.09,OK
ISIC_0030543,450,600,169.08,OK
ISIC_0031867,450,600,126.35,OK
ISIC_0025988,450,600,157.65,OK
ISIC_0024608,450,600,145.81,OK
ISIC_0025267,450,600,169.48,OK
ISIC_0031970,450,600,159.49,OK
ISIC_0025972,450,600,167.62,OK
ISIC_0026498,450,600,170.73,OK
ISIC_0025795,450,600,147.93,OK
ISIC_0031163,450,600,169.37,OK
ISIC_0025210,450,600,136.79,OK
ISIC_0026372,450,600,152.22,OK
ISIC_0026761,450,600,167.54,OK
ISIC_0032322,450,600,174.21,OK
ISIC_0031053,450,600,153.86,OK
ISIC_0032496,450,600,165.99,OK
ISIC_0029581,450,600,164.64,OK
ISIC_0029775,450,600,152.06,OK
ISIC_0028290,450,600,209.56,OK
ISIC_0027246,450,600,175.89,OK
ISIC_0030156,450,600,170.75,OK
ISIC_0024695,450,600,150.01,OK
ISIC_0031411,450,600,179.52,OK
ISIC_0031848,450,600,176.2,OK
ISIC_0027755,450,600,192.85,OK
ISIC_0024424,450,600,130.55,OK
ISIC_0030626,450,600,159.66,OK
ISIC_0029814,450,600,137.02,OK
ISIC_0025887,450,600,145.85,OK
ISIC_0025100,450,600,158.5,OK
ISIC_0024319,450,600,159.2,OK
ISIC_0031206,450,600,157.41,OK
ISIC_0030361,450,600,162.53,OK
ISIC_0031796,450,600,192.85,OK
ISIC_0026402,450,600,194.33,OK
ISIC_0031923,450,600,178.27,OK
ISIC_0028487,450,600,168.05,OK
ISIC_0029222,450,600,133.2,OK
ISIC_0028573,450,600,151.47,OK
ISIC_0024458,450,600,140.88,OK
ISIC_0027909,450,600,148.32,OK
ISIC_0030305,450,600,167.94,OK
ISIC_0030232,450,600,169.74,OK
ISIC_0030243,450,600,160.47,OK
ISIC_0026210,450,600,137.0,OK
ISIC_0025726,450,600,198.04,OK
ISIC_0028538,450,600,131.04,OK
ISIC_0024668,450,600,156.59,OK
ISIC_0025993,450,600,109.85,OK
ISIC_0028540,450,600,141.79,OK
ISIC_0029704,450,600,129.99,OK
ISIC_0029809,450,600,166.58,OK
ISIC_0030771,450,600,140.46,OK
ISIC_0026049,450,600,147.57,OK
ISIC_0028734,450,600,134.12,OK
ISIC_0031481,450,600,148.54,OK
ISIC_0026125,450,600,139.85,OK
ISIC_0026370,450,600,176.71,OK
ISIC_0027505,450,600,155.4,OK
ISIC_0030284,450,600,161.5,OK
ISIC_0025620,450,600,162.64,OK
ISIC_0029730,450,600,151.61,OK
ISIC_0025618,450,600,174.8,OK
ISIC_0028425,450,600,133.15,OK
ISIC_0029904,450,600,174.99,OK
ISIC_0030961,450,600,150.48,OK
ISIC_0029531,450,600,150.14,OK
ISIC_0028210,450,600,151.94,OK
ISIC_0025970,450,600,144.16,OK
ISIC_0030447,450,600,189.61,OK
ISIC_0027397,450,600,157.4,OK
ISIC_0034108,450,600,154.62,OK
ISIC_0033740,450,600,143.02,OK
ISIC_0032519,450,600,184.48,OK
ISIC_0034090,450,600,196.14,OK
ISIC_0032896,450,600,183.52,OK
ISIC_0034166,450,600,190.08,OK
ISIC_0034217,450,600,147.29,OK
ISIC_0032952,450,600,151.88,OK
ISIC_0033851,450,600,161.88,OK
ISIC_0032966,450,600,222.17,OK
ISIC_0033864,450,600,178.78,OK
ISIC_0034008,450,600,171.51,OK
ISIC_0032904,450,600,181.8,OK
ISIC_0033769,450,600,147.18,OK
ISIC_0033923,450,600,124.73,OK
ISIC_0033734,450,600,145.44,OK
ISIC_0034297,450,600,159.79,OK
ISIC_0034171,450,600,165.69,OK
ISIC_0033996,450,600,182.33,OK
ISIC_0033448,450,600,153.13,OK
ISIC_0034304,450,600,142.19,OK
ISIC_0033036,450,600,206.37,OK
ISIC_0033015,450,600,178.36,OK
ISIC_0033250,450,600,162.33,OK
ISIC_0033928,450,600,163.74,OK
ISIC_0033861,450,600,159.23,OK
ISIC_0033955,450,600,128.88,OK
ISIC_0033822,450,600,156.85,OK
ISIC_0032762,450,600,167.2,OK
ISIC_0032594,450,600,166.17,OK
ISIC_0033147,450,600,124.26,OK
ISIC_0033407,450,600,165.76,OK
ISIC_0034124,450,600,184.08,OK
ISIC_0033177,450,600,186.71,OK
ISIC_0033086,450,600,150.1,OK
ISIC_0032720,450,600,187.94,OK
ISIC_0034164,450,600,113.93,OK
ISIC_0033228,450,600,156.42,OK
ISIC_0032744,450,600,162.42,OK
ISIC_0033033,450,600,162.24,OK
